outfit_name,category,bbox_coord,product_name
107069.jpg,dress,"[126.8479232788086, 185.93572998046875, 226.1275634765625, 362.0794677734375]",107069_dress.jpg
107069.jpg,jacket,"[117.07298278808594, 160.87939453125, 228.30287170410156, 326.0852966308594]",107069_jacket.jpg
107069.jpg,shoe,"[131.47740173339844, 490.46893310546875, 193.12643432617188, 550.060302734375]",107069_shoe.jpg
10708.jpg,jacket,"[87.28196716308594, 115.0703125, 263.3968811035156, 296.0141906738281]",10708_jacket.jpg
10708.jpg,pants,"[137.54808044433594, 286.1954650878906, 238.699462890625, 485.4283447265625]",10708_pants.jpg
10708.jpg,shirt,"[145.59286499023438, 167.1536865234375, 221.8468017578125, 298.3981628417969]",10708_shirt.jpg
10708.jpg,shoe,"[162.04656982421875, 484.5216064453125, 218.3483123779297, 536.7701416015625]",10708_shoe.jpg
107115.jpg,shirt,"[121.3785400390625, 119.35388946533203, 274.0376892089844, 335.3935852050781]",107115_shirt.jpg
107115.jpg,shoe,"[148.05320739746094, 500.45306396484375, 228.03782653808594, 598.1529541015625]",107115_shoe.jpg
107120.jpg,bag,"[125.25820922851562, 231.8705596923828, 170.0035400390625, 305.7682800292969]",107120_bag.jpg
107120.jpg,jacket,"[136.42901611328125, 138.09033203125, 278.4144287109375, 312.8082275390625]",107120_jacket.jpg
107120.jpg,shoe,"[154.7135009765625, 494.3795471191406, 244.1194305419922, 573.0086059570312]",107120_shoe.jpg
107164.jpg,dress,"[123.62565612792969, 175.69720458984375, 277.00164794921875, 410.67987060546875]",107164_dress.jpg
107164.jpg,shoe,"[179.6346435546875, 499.24127197265625, 220.4696044921875, 569.980224609375]",107164_shoe.jpg
1074.jpg,shirt,"[124.16914367675781, 87.51106262207031, 295.00079345703125, 224.1275634765625]",1074_shirt.jpg
1074.jpg,skirt,"[123.91229248046875, 213.41603088378906, 277.8299865722656, 394.4873962402344]",1074_skirt.jpg
107473.jpg,pants,"[191.97885131835938, 276.02294921875, 284.6669921875, 525.612060546875]",107473_pants.jpg
107473.jpg,shirt,"[173.0830841064453, 133.50701904296875, 305.8741760253906, 311.5577392578125]",107473_shirt.jpg
107560.jpg,dress,"[103.18209838867188, 178.805419921875, 204.85220336914062, 418.0193176269531]",107560_dress.jpg
107560.jpg,shoe,"[106.53425598144531, 524.8723754882812, 175.69970703125, 592.7447509765625]",107560_shoe.jpg
107606.jpg,shirt,"[120.78817749023438, 151.73992919921875, 272.014892578125, 261.5279846191406]",107606_shirt.jpg
107606.jpg,shorts,"[133.10899353027344, 256.47137451171875, 224.272705078125, 354.8178405761719]",107606_shorts.jpg
107606.jpg,skirt,"[130.10037231445312, 256.651123046875, 226.09336853027344, 353.6459655761719]",107606_skirt.jpg
107616.jpg,dress,"[198.24021911621094, 112.5999984741211, 355.03070068359375, 365.669921875]",107616_dress.jpg
107616.jpg,shoe,"[252.69723510742188, 534.794921875, 319.1156005859375, 579.4453125]",107616_shoe.jpg
107702.jpg,shirt,"[67.36986541748047, 135.91586303710938, 219.67466735839844, 265.03662109375]",107702_shirt.jpg
107702.jpg,skirt,"[120.59227752685547, 247.8435821533203, 223.8654327392578, 381.1988525390625]",107702_skirt.jpg
107996.jpg,shirt,"[141.05665588378906, 121.44795227050781, 248.96463012695312, 250.4834442138672]",107996_shirt.jpg
107996.jpg,shoe,"[169.14395141601562, 497.5810241699219, 231.78855895996094, 567.6640625]",107996_shoe.jpg
107996.jpg,shorts,"[143.6640167236328, 238.48985290527344, 262.4324645996094, 319.22216796875]",107996_shorts.jpg
108004.jpg,shirt,"[138.76661682128906, 127.62765502929688, 265.1411437988281, 240.01449584960938]",108004_shirt.jpg
108004.jpg,shoe,"[184.81195068359375, 524.0382690429688, 262.930908203125, 563.6446533203125]",108004_shoe.jpg
108004.jpg,shorts,"[157.45828247070312, 235.3672332763672, 244.7042236328125, 334.75347900390625]",108004_shorts.jpg
108037.jpg,shirt,"[165.85189819335938, 136.13645935058594, 236.3216094970703, 247.59410095214844]",108037_shirt.jpg
108037.jpg,shorts,"[134.08094787597656, 241.0216827392578, 245.2484130859375, 326.4199523925781]",108037_shorts.jpg
108105.jpg,bag,"[99.78316497802734, 324.3990173339844, 162.82493591308594, 457.0107727050781]",108105_bag.jpg
108105.jpg,shirt,"[141.4545135498047, 112.6966552734375, 242.37745666503906, 245.91725158691406]",108105_shirt.jpg
108105.jpg,shoe,"[147.95701599121094, 498.81353759765625, 234.0675048828125, 551.3690795898438]",108105_shoe.jpg
108105.jpg,shorts,"[121.10071563720703, 236.31991577148438, 248.3046875, 338.0777893066406]",108105_shorts.jpg
108117.jpg,shirt,"[101.0207748413086, 126.36602783203125, 253.14637756347656, 306.9624328613281]",108117_shirt.jpg
108117.jpg,shoe,"[158.46719360351562, 506.4433898925781, 241.3048858642578, 564.3591918945312]",108117_shoe.jpg
108117.jpg,shorts,"[133.95858764648438, 304.0476989746094, 246.1393585205078, 371.8437805175781]",108117_shorts.jpg
108127.jpg,shirt,"[162.9151611328125, 119.7828598022461, 260.3075256347656, 233.9938201904297]",108127_shirt.jpg
108127.jpg,shoe,"[163.37867736816406, 488.86962890625, 233.72979736328125, 580.0664672851562]",108127_shoe.jpg
108127.jpg,skirt,"[126.01886749267578, 220.7958221435547, 290.5342712402344, 361.3985900878906]",108127_skirt.jpg
108128.jpg,bag,"[116.88238525390625, 288.5043029785156, 226.49847412109375, 381.6064758300781]",108128_bag.jpg
108128.jpg,jacket,"[118.41622924804688, 103.39095306396484, 242.28665161132812, 305.6107177734375]",108128_jacket.jpg
108128.jpg,shoe,"[148.99630737304688, 537.422119140625, 238.1787567138672, 597.6399536132812]",108128_shoe.jpg
108154.jpg,shirt,"[142.15135192871094, 125.90696716308594, 247.34898376464844, 253.61709594726562]",108154_shirt.jpg
108154.jpg,shoe,"[125.99662017822266, 501.7052307128906, 266.7591857910156, 594.6608276367188]",108154_shoe.jpg
108154.jpg,skirt,"[124.5574951171875, 241.77703857421875, 259.16937255859375, 378.1188659667969]",108154_skirt.jpg
108234.jpg,bag,"[139.08154296875, 248.6999969482422, 249.34278869628906, 340.5380859375]",108234_bag.jpg
108234.jpg,jacket,"[121.02752685546875, 87.50932312011719, 238.21337890625, 255.99757385253906]",108234_jacket.jpg
108234.jpg,pants,"[118.18252563476562, 252.3723602294922, 236.24664306640625, 556.3325805664062]",108234_pants.jpg
108234.jpg,shoe,"[155.3741455078125, 519.0687255859375, 223.4860076904297, 588.4127807617188]",108234_shoe.jpg
108331.jpg,dress,"[157.64715576171875, 118.7975082397461, 304.62060546875, 372.8370361328125]",108331_dress.jpg
108331.jpg,jacket,"[147.84478759765625, 108.6668701171875, 310.41461181640625, 298.5872497558594]",108331_jacket.jpg
108366.jpg,bag,"[125.8707046508789, 340.020263671875, 202.7721710205078, 524.7821044921875]",108366_bag.jpg
108366.jpg,dress,"[168.40924072265625, 145.59884643554688, 282.25567626953125, 371.6379699707031]",108366_dress.jpg
108366.jpg,shoe,"[173.2457733154297, 537.6361694335938, 244.90960693359375, 571.8151245117188]",108366_shoe.jpg
108416.jpg,dress,"[124.92095184326172, 124.32038116455078, 247.068603515625, 362.4800720214844]",108416_dress.jpg
108416.jpg,shoe,"[148.220947265625, 508.2811279296875, 229.58013916015625, 567.7445678710938]",108416_shoe.jpg
108469.jpg,shirt,"[127.949951171875, 84.94550323486328, 281.7904357910156, 238.5876922607422]",108469_shirt.jpg
108469.jpg,shoe,"[154.1770782470703, 481.5146484375, 235.99807739257812, 566.0897827148438]",108469_shoe.jpg
108469.jpg,shorts,"[135.0477294921875, 224.90164184570312, 259.7303771972656, 319.43682861328125]",108469_shorts.jpg
108482.jpg,shirt,"[127.96577453613281, 128.6004638671875, 226.4101104736328, 244.47955322265625]",108482_shirt.jpg
108482.jpg,shoe,"[145.2687225341797, 504.208251953125, 225.59512329101562, 598.863525390625]",108482_shoe.jpg
108482.jpg,skirt,"[93.3407211303711, 235.4121856689453, 237.52748107910156, 378.6716003417969]",108482_skirt.jpg
108549.jpg,jacket,"[124.04043579101562, 126.64524841308594, 272.40435791015625, 342.0158386230469]",108549_jacket.jpg
108549.jpg,shirt,"[170.28536987304688, 157.2349090576172, 224.01515197753906, 273.7052307128906]",108549_shirt.jpg
108549.jpg,shoe,"[159.16355895996094, 488.4540710449219, 217.3145751953125, 555.6357421875]",108549_shoe.jpg
108640.jpg,bag,"[108.0500259399414, 322.3041076660156, 187.4866943359375, 502.2020568847656]",108640_bag.jpg
108640.jpg,shirt,"[147.11965942382812, 100.00175476074219, 251.5168914794922, 206.4599151611328]",108640_shirt.jpg
108640.jpg,skirt,"[143.9607391357422, 206.235107421875, 277.5523376464844, 523.2916870117188]",108640_skirt.jpg
108643.jpg,bag,"[158.14801025390625, 351.0547180175781, 256.6500549316406, 471.3009338378906]",108643_bag.jpg
108643.jpg,shirt,"[202.4865264892578, 179.57406616210938, 315.0202941894531, 280.98138427734375]",108643_shirt.jpg
108643.jpg,shoe,"[222.39450073242188, 483.45050048828125, 287.1385803222656, 554.2157592773438]",108643_shoe.jpg
108643.jpg,skirt,"[216.14627075195312, 275.46575927734375, 317.4952697753906, 389.2574462890625]",108643_skirt.jpg
108690.jpg,dress,"[97.81236267089844, 127.3163070678711, 270.0137634277344, 413.1805419921875]",108690_dress.jpg
108690.jpg,shoe,"[163.065185546875, 530.1256713867188, 262.0252380371094, 597.7921142578125]",108690_shoe.jpg
108721.jpg,jacket,"[13.076189041137695, 65.83809661865234, 247.23281860351562, 298.77044677734375]",108721_jacket.jpg
108721.jpg,pants,"[73.73611450195312, 243.72145080566406, 227.19200134277344, 414.8819274902344]",108721_pants.jpg
108721.jpg,shirt,"[14.359956741333008, 72.5608901977539, 244.67068481445312, 299.9298400878906]",108721_shirt.jpg
108721.jpg,shoe,"[87.24385070800781, 479.660400390625, 232.06747436523438, 543.956298828125]",108721_shoe.jpg
108752.jpg,shirt,"[138.2593536376953, 141.02493286132812, 265.1217041015625, 271.8009033203125]",108752_shirt.jpg
108752.jpg,shoe,"[146.58949279785156, 490.5589904785156, 224.75828552246094, 542.16552734375]",108752_shoe.jpg
108752.jpg,skirt,"[146.270263671875, 249.20106506347656, 245.7662353515625, 398.4396667480469]",108752_skirt.jpg
108854.jpg,shirt,"[127.4294204711914, 94.86405944824219, 312.147216796875, 234.29873657226562]",108854_shirt.jpg
108854.jpg,shoe,"[162.65887451171875, 498.16229248046875, 258.91583251953125, 598.3206787109375]",108854_shoe.jpg
108854.jpg,shorts,"[146.80523681640625, 225.9999237060547, 272.5447082519531, 340.0310363769531]",108854_shorts.jpg
10888.jpg,dress,"[63.74956130981445, 105.5347671508789, 278.9804382324219, 355.5859375]",10888_dress.jpg
10888.jpg,shoe,"[154.32757568359375, 496.94720458984375, 216.4268035888672, 554.5607299804688]",10888_shoe.jpg
108982.jpg,shirt,"[144.4178924560547, 124.44610595703125, 244.37554931640625, 248.57931518554688]",108982_shirt.jpg
108982.jpg,shoe,"[139.06719970703125, 521.7745971679688, 206.0313720703125, 577.486328125]",108982_shoe.jpg
108982.jpg,skirt,"[122.25743865966797, 237.40367126464844, 247.888671875, 378.0521240234375]",108982_skirt.jpg
109035.jpg,bag,"[89.17375946044922, 267.7345275878906, 170.97593688964844, 330.2396545410156]",109035_bag.jpg
109035.jpg,dress,"[104.39305877685547, 130.0332794189453, 233.26275634765625, 491.4979248046875]",109035_dress.jpg
109035.jpg,shoe,"[96.82124328613281, 495.5116271972656, 185.6422576904297, 579.2474975585938]",109035_shoe.jpg
109282.jpg,bag,"[77.95622253417969, 236.2583770751953, 139.17213439941406, 352.9210510253906]",109282_bag.jpg
109282.jpg,jacket,"[110.62306213378906, 118.59676361083984, 259.57879638671875, 312.78472900390625]",109282_jacket.jpg
109282.jpg,shoe,"[144.80813598632812, 514.3917846679688, 229.5690460205078, 580.3336791992188]",109282_shoe.jpg
109423.jpg,pants,"[162.1605987548828, 263.66766357421875, 272.57623291015625, 522.8634643554688]",109423_pants.jpg
109423.jpg,shirt,"[93.10148620605469, 127.8745346069336, 293.56640625, 316.3954772949219]",109423_shirt.jpg
109423.jpg,shoe,"[176.26182556152344, 528.0414428710938, 268.1322326660156, 567.5372924804688]",109423_shoe.jpg
109437.jpg,dress,"[149.78387451171875, 93.19914245605469, 298.5890197753906, 361.37237548828125]",109437_dress.jpg
109437.jpg,shoe,"[152.91627502441406, 520.0506591796875, 321.78057861328125, 599.3805541992188]",109437_shoe.jpg
109454.jpg,dress,"[157.12799072265625, 129.01268005371094, 290.6068115234375, 409.47637939453125]",109454_dress.jpg
109454.jpg,shoe,"[175.58180236816406, 518.0545043945312, 251.84861755371094, 562.40576171875]",109454_shoe.jpg
10947.jpg,jacket,"[135.4532012939453, 107.3296890258789, 296.8033142089844, 324.90203857421875]",10947_jacket.jpg
10947.jpg,shirt,"[188.77337646484375, 130.93104553222656, 249.27474975585938, 248.53060913085938]",10947_shirt.jpg
10947.jpg,skirt,"[163.86415100097656, 248.02239990234375, 265.0208435058594, 348.81494140625]",10947_skirt.jpg
109496.jpg,dress,"[202.24737548828125, 132.43707275390625, 363.6389465332031, 434.2679443359375]",109496_dress.jpg
109553.jpg,pants,"[155.89674377441406, 203.44102478027344, 276.0009765625, 520.3184814453125]",109553_pants.jpg
109553.jpg,shirt,"[140.01255798339844, 91.84925079345703, 283.8781433105469, 210.85177612304688]",109553_shirt.jpg
10971.jpg,jacket,"[118.35038757324219, 121.5069351196289, 228.06954956054688, 275.5504150390625]",10971_jacket.jpg
10971.jpg,pants,"[120.82178497314453, 261.6829528808594, 213.50393676757812, 397.4892883300781]",10971_pants.jpg
109746.jpg,dress,"[161.84735107421875, 124.07308197021484, 312.275146484375, 352.5977478027344]",109746_dress.jpg
109746.jpg,jacket,"[131.46096801757812, 115.20323181152344, 312.5730895996094, 282.98956298828125]",109746_jacket.jpg
109746.jpg,shoe,"[169.83575439453125, 497.6289978027344, 252.8355255126953, 547.03759765625]",109746_shoe.jpg
109763.jpg,bag,"[246.0659942626953, 385.1590881347656, 344.3507080078125, 595.3734130859375]",109763_bag.jpg
109763.jpg,dress,"[146.49728393554688, 177.18948364257812, 289.5530700683594, 416.2674865722656]",109763_dress.jpg
109763.jpg,jacket,"[129.9020233154297, 146.26858520507812, 295.7777099609375, 365.8252868652344]",109763_jacket.jpg
109781.jpg,dress,"[126.31578826904297, 115.21092224121094, 255.63226318359375, 376.9651794433594]",109781_dress.jpg
109781.jpg,shirt,"[136.52993774414062, 111.42152404785156, 261.0665283203125, 233.8356170654297]",109781_shirt.jpg
109781.jpg,shoe,"[152.15277099609375, 489.77685546875, 215.05618286132812, 560.189208984375]",109781_shoe.jpg
109813.jpg,bag,"[72.7815933227539, 159.39163208007812, 158.32525634765625, 349.6961669921875]",109813_bag.jpg
109813.jpg,pants,"[138.48373413085938, 279.0525207519531, 248.03880310058594, 520.3051147460938]",109813_pants.jpg
109813.jpg,shirt,"[124.54131317138672, 100.05858612060547, 258.7648620605469, 290.2684020996094]",109813_shirt.jpg
109813.jpg,shoe,"[157.04913330078125, 518.7881469726562, 220.33909606933594, 586.9008178710938]",109813_shoe.jpg
110028.jpg,bag,"[77.14368438720703, 174.3450469970703, 220.10951232910156, 335.34478759765625]",110028_bag.jpg
110028.jpg,dress,"[134.39190673828125, 118.71385192871094, 274.4588623046875, 390.0386657714844]",110028_dress.jpg
110094.jpg,shirt,"[208.8721160888672, 134.80038452148438, 356.8698425292969, 215.76010131835938]",110094_shirt.jpg
110094.jpg,skirt,"[120.06324768066406, 217.77183532714844, 341.39141845703125, 416.0299987792969]",110094_skirt.jpg
11010.jpg,dress,"[157.3936004638672, 144.64523315429688, 387.1202087402344, 481.7254333496094]",11010_dress.jpg
110166.jpg,shirt,"[132.55226135253906, 85.28318786621094, 295.7568054199219, 230.54054260253906]",110166_shirt.jpg
110166.jpg,skirt,"[132.80003356933594, 210.96018981933594, 280.1432189941406, 391.7938232421875]",110166_skirt.jpg
110171.jpg,hat,"[169.2405548095703, 0.06120800971984863, 242.36825561523438, 54.32740020751953]",110171_hat.jpg
110171.jpg,shirt,"[84.23147583007812, 52.176815032958984, 348.9595031738281, 218.87022399902344]",110171_shirt.jpg
110171.jpg,shoe,"[174.5658416748047, 535.531982421875, 254.27780151367188, 598.1707763671875]",110171_shoe.jpg
110171.jpg,skirt,"[182.82798767089844, 201.84927368164062, 302.14111328125, 390.9538879394531]",110171_skirt.jpg
110249.jpg,bag,"[180.7314910888672, 335.5521240234375, 291.09930419921875, 527.718017578125]",110249_bag.jpg
110249.jpg,shirt,"[150.4713134765625, 90.02017974853516, 293.4664306640625, 234.5655059814453]",110249_shirt.jpg
110249.jpg,skirt,"[139.00723266601562, 214.3305206298828, 249.40077209472656, 338.533203125]",110249_skirt.jpg
110393.jpg,bag,"[232.72508239746094, 362.7143859863281, 303.02813720703125, 595.3321533203125]",110393_bag.jpg
110393.jpg,dress,"[99.40359497070312, 112.743896484375, 270.45782470703125, 540.7787475585938]",110393_dress.jpg
110461.jpg,shirt,"[202.6531219482422, 122.21142578125, 313.20050048828125, 230.8888702392578]",110461_shirt.jpg
110461.jpg,skirt,"[225.4364776611328, 226.94419860839844, 349.1334533691406, 402.8002624511719]",110461_skirt.jpg
110606.jpg,pants,"[140.69430541992188, 261.9841613769531, 244.74806213378906, 560.8740234375]",110606_pants.jpg
110606.jpg,shirt,"[149.042236328125, 167.56578063964844, 276.89984130859375, 279.373779296875]",110606_shirt.jpg
110606.jpg,shoe,"[148.95733642578125, 558.516845703125, 218.09359741210938, 599.536376953125]",110606_shoe.jpg
110686.jpg,shirt,"[156.5961151123047, 118.65929412841797, 273.5150146484375, 221.35231018066406]",110686_shirt.jpg
110686.jpg,shoe,"[169.70167541503906, 478.9515380859375, 232.10202026367188, 551.4718627929688]",110686_shoe.jpg
110686.jpg,skirt,"[142.99095153808594, 214.46170043945312, 271.86572265625, 381.1241149902344]",110686_skirt.jpg
110739.jpg,shirt,"[102.2754898071289, 139.37716674804688, 204.40481567382812, 291.6363220214844]",110739_shirt.jpg
110739.jpg,shorts,"[101.61697387695312, 277.3055114746094, 205.32192993164062, 351.7782897949219]",110739_shorts.jpg
110810.jpg,jacket,"[158.6791229248047, 182.98780822753906, 278.6676330566406, 348.84051513671875]",110810_jacket.jpg
110810.jpg,shoe,"[175.00994873046875, 470.96807861328125, 222.24368286132812, 540.3511352539062]",110810_shoe.jpg
110810.jpg,skirt,"[176.38467407226562, 271.890380859375, 270.5142517089844, 376.7472839355469]",110810_skirt.jpg
110861.jpg,shirt,"[85.29113006591797, 168.2602996826172, 192.04798889160156, 298.6975402832031]",110861_shirt.jpg
110861.jpg,shoe,"[66.01899719238281, 522.8107299804688, 163.8429412841797, 597.0591430664062]",110861_shoe.jpg
110861.jpg,skirt,"[77.54183959960938, 250.60720825195312, 186.8948516845703, 415.4944152832031]",110861_skirt.jpg
110899.jpg,pants,"[151.4510040283203, 295.57183837890625, 273.62994384765625, 532.4216918945312]",110899_pants.jpg
110899.jpg,shirt,"[116.05708312988281, 164.97406005859375, 257.0489807128906, 315.3901062011719]",110899_shirt.jpg
111018.jpg,pants,"[143.33273315429688, 251.29823303222656, 242.6013641357422, 514.5825805664062]",111018_pants.jpg
111018.jpg,shirt,"[122.51324462890625, 95.29817199707031, 253.62364196777344, 264.34393310546875]",111018_shirt.jpg
111018.jpg,shoe,"[162.96661376953125, 507.08697509765625, 220.2924346923828, 577.9200439453125]",111018_shoe.jpg
111086.jpg,jacket,"[119.44119262695312, 104.15186309814453, 304.6992492675781, 246.7540283203125]",111086_jacket.jpg
111086.jpg,shoe,"[132.83697509765625, 510.5227355957031, 229.78041076660156, 570.2960815429688]",111086_shoe.jpg
111086.jpg,skirt,"[126.8691635131836, 206.0799102783203, 277.97552490234375, 355.0841369628906]",111086_skirt.jpg
111139.jpg,dress,"[153.76864624023438, 109.68343353271484, 262.7964782714844, 366.5571594238281]",111139_dress.jpg
111365.jpg,hat,"[194.14862060546875, 60.96512222290039, 271.00701904296875, 122.11663055419922]",111365_hat.jpg
111365.jpg,shirt,"[162.1699981689453, 160.92237854003906, 304.7210388183594, 262.50830078125]",111365_shirt.jpg
111365.jpg,shoe,"[187.031005859375, 532.7276000976562, 249.3638153076172, 581.411376953125]",111365_shoe.jpg
111365.jpg,skirt,"[174.77105712890625, 257.5010070800781, 290.99017333984375, 405.154541015625]",111365_skirt.jpg
111444.jpg,bag,"[90.37290954589844, 227.65248107910156, 204.03892517089844, 318.798583984375]",111444_bag.jpg
111444.jpg,shirt,"[123.70390319824219, 116.19181060791016, 270.7757568359375, 299.78765869140625]",111444_shirt.jpg
111444.jpg,shorts,"[185.435302734375, 256.68310546875, 251.55780029296875, 323.3842468261719]",111444_shorts.jpg
111451.jpg,jacket,"[112.5564956665039, 176.1607666015625, 273.02813720703125, 318.57659912109375]",111451_jacket.jpg
111451.jpg,shirt,"[153.62469482421875, 198.37306213378906, 242.29151916503906, 338.90643310546875]",111451_shirt.jpg
111451.jpg,shoe,"[174.65811157226562, 465.9493408203125, 216.91749572753906, 571.3585815429688]",111451_shoe.jpg
11153.jpg,bag,"[219.9031524658203, 337.1311340332031, 303.96435546875, 484.6207275390625]",11153_bag.jpg
11153.jpg,jacket,"[140.43553161621094, 123.64640808105469, 278.58416748046875, 301.09161376953125]",11153_jacket.jpg
11153.jpg,pants,"[147.1862030029297, 280.8445739746094, 248.8309326171875, 513.2605590820312]",11153_pants.jpg
11153.jpg,shoe,"[180.29847717285156, 503.2467041015625, 234.4898223876953, 573.2009887695312]",11153_shoe.jpg
111723.jpg,bag,"[311.40826416015625, 191.4270782470703, 397.4991455078125, 356.3780212402344]",111723_bag.jpg
111723.jpg,pants,"[254.9374237060547, 323.1477355957031, 395.2085876464844, 555.4576416015625]",111723_pants.jpg
111805.jpg,dress,"[95.60380554199219, 72.1410140991211, 276.2939758300781, 434.6512756347656]",111805_dress.jpg
111805.jpg,shirt,"[113.81670379638672, 74.9974594116211, 280.59661865234375, 227.7208251953125]",111805_shirt.jpg
111964.jpg,shirt,"[172.6969451904297, 190.0484161376953, 263.9176940917969, 297.4623718261719]",111964_shirt.jpg
111964.jpg,skirt,"[165.5553741455078, 289.7832336425781, 269.7388000488281, 384.4635009765625]",111964_skirt.jpg
112148.jpg,shirt,"[145.87286376953125, 155.64947509765625, 273.6939392089844, 297.4730529785156]",112148_shirt.jpg
112148.jpg,shoe,"[184.0198974609375, 493.88623046875, 228.6551513671875, 550.7648315429688]",112148_shoe.jpg
112148.jpg,skirt,"[142.79090881347656, 283.5444030761719, 266.6096496582031, 392.1206359863281]",112148_skirt.jpg
112150.jpg,jacket,"[63.683650970458984, 103.619384765625, 226.35804748535156, 258.7906799316406]",112150_jacket.jpg
112150.jpg,skirt,"[64.17768096923828, 190.8761444091797, 185.3275604248047, 345.54632568359375]",112150_skirt.jpg
112233.jpg,bag,"[68.81010437011719, 324.376708984375, 185.71832275390625, 470.5502014160156]",112233_bag.jpg
112233.jpg,jacket,"[131.84681701660156, 111.5919418334961, 272.41693115234375, 334.0640869140625]",112233_jacket.jpg
112233.jpg,pants,"[143.25552368164062, 240.6929168701172, 253.70452880859375, 528.3803100585938]",112233_pants.jpg
112233.jpg,shirt,"[175.85667419433594, 136.2117919921875, 255.4149169921875, 337.4707336425781]",112233_shirt.jpg
112317.jpg,jacket,"[120.0712661743164, 132.26515197753906, 294.6624755859375, 288.9729309082031]",112317_jacket.jpg
112317.jpg,pants,"[131.6731414794922, 301.08355712890625, 254.13046264648438, 529.3465576171875]",112317_pants.jpg
112317.jpg,shirt,"[142.7588348388672, 156.74871826171875, 259.06085205078125, 315.2589111328125]",112317_shirt.jpg
112317.jpg,shoe,"[154.98358154296875, 524.4296875, 257.11651611328125, 589.8092651367188]",112317_shoe.jpg
112412.jpg,bag,"[216.25857543945312, 285.3229064941406, 266.8468322753906, 361.8968505859375]",112412_bag.jpg
112412.jpg,dress,"[132.49746704101562, 150.1219482421875, 253.39321899414062, 374.2674255371094]",112412_dress.jpg
112412.jpg,shoe,"[155.90167236328125, 512.300048828125, 215.05039978027344, 569.6654052734375]",112412_shoe.jpg
112448.jpg,bag,"[81.39259338378906, 196.03567504882812, 140.650390625, 298.40496826171875]",112448_bag.jpg
112448.jpg,shirt,"[120.91877746582031, 107.04634857177734, 274.52874755859375, 316.0574035644531]",112448_shirt.jpg
112448.jpg,shoe,"[85.60942077636719, 498.6315002441406, 210.01864624023438, 567.7706909179688]",112448_shoe.jpg
11260.jpg,bag,"[95.79656982421875, 379.47900390625, 158.7054443359375, 515.219482421875]",11260_bag.jpg
11260.jpg,jacket,"[105.79058837890625, 191.76255798339844, 245.7237091064453, 361.6402893066406]",11260_jacket.jpg
11260.jpg,pants,"[136.6352996826172, 309.3819885253906, 232.6974334716797, 512.1986083984375]",11260_pants.jpg
11260.jpg,shirt,"[107.17534637451172, 193.0710906982422, 249.0485382080078, 363.4866943359375]",11260_shirt.jpg
112639.jpg,jacket,"[142.62120056152344, 152.36155700683594, 276.91217041015625, 314.8987121582031]",112639_jacket.jpg
112680.jpg,dress,"[196.078125, 141.7978057861328, 338.4813232421875, 389.98834228515625]",112680_dress.jpg
112680.jpg,shoe,"[211.30731201171875, 532.6450805664062, 298.7710876464844, 600.0]",112680_shoe.jpg
112779.jpg,dress,"[111.79286193847656, 212.97145080566406, 223.8074493408203, 394.8514099121094]",112779_dress.jpg
112779.jpg,jacket,"[106.41553497314453, 189.32754516601562, 240.98678588867188, 333.4831848144531]",112779_jacket.jpg
112779.jpg,shoe,"[146.47982788085938, 528.5645141601562, 201.94212341308594, 573.1444091796875]",112779_shoe.jpg
113018.jpg,bag,"[252.66156005859375, 342.013671875, 324.137939453125, 531.9253540039062]",113018_bag.jpg
113077.jpg,pants,"[174.17117309570312, 228.40167236328125, 289.8198547363281, 481.8551330566406]",113077_pants.jpg
113077.jpg,shirt,"[156.99827575683594, 102.27156066894531, 298.67864990234375, 226.9582977294922]",113077_shirt.jpg
113128.jpg,bag,"[36.960140228271484, 199.6412811279297, 133.7007598876953, 418.32269287109375]",113128_bag.jpg
113128.jpg,pants,"[105.64059448242188, 262.04315185546875, 228.53575134277344, 510.59765625]",113128_pants.jpg
113128.jpg,shirt,"[102.1224594116211, 102.0333023071289, 268.68048095703125, 262.1706848144531]",113128_shirt.jpg
113128.jpg,shoe,"[110.02330780029297, 494.76776123046875, 208.7841796875, 585.79833984375]",113128_shoe.jpg
113257.jpg,shirt,"[135.00051879882812, 115.88438415527344, 239.08595275878906, 239.6463623046875]",113257_shirt.jpg
113257.jpg,shoe,"[136.85877990722656, 547.2954711914062, 216.57760620117188, 599.9478759765625]",113257_shoe.jpg
113257.jpg,skirt,"[117.21177673339844, 227.6565399169922, 258.1272277832031, 384.6545715332031]",113257_skirt.jpg
113294.jpg,dress,"[106.50501251220703, 143.68040466308594, 237.42898559570312, 366.81048583984375]",113294_dress.jpg
113294.jpg,jacket,"[83.93859100341797, 100.65596771240234, 240.01611328125, 305.046875]",113294_jacket.jpg
113294.jpg,shoe,"[151.5087890625, 517.562744140625, 232.0374298095703, 597.0528564453125]",113294_shoe.jpg
11338.jpg,shirt,"[106.6424560546875, 103.79422760009766, 262.8574523925781, 264.4823303222656]",11338_shirt.jpg
11338.jpg,shoe,"[169.4507293701172, 492.7275085449219, 223.0059356689453, 571.2094116210938]",11338_shoe.jpg
11338.jpg,skirt,"[100.51392364501953, 247.4757537841797, 254.7878875732422, 340.1195373535156]",11338_skirt.jpg
113416.jpg,bag,"[235.6773681640625, 295.4706726074219, 320.95465087890625, 393.2778015136719]",113416_bag.jpg
113416.jpg,dress,"[157.48257446289062, 93.5614242553711, 313.8450927734375, 392.4376525878906]",113416_dress.jpg
